OBJECTID,TYPE,Status,Comments,Date_Modified,Compiler,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Area,Shape__Length
277,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,525d7f5d-1717-4d4e-8ea1-96298bc60b0a,659.70458984375,124.075775649305
278,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,f346b9c3-8d48-4215-872f-a32c9a580f25,48508.6848144531,5331.84361282313
279,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,a0022daa-2747-4eb1-b8a1-09a4c94832eb,2560.017578125,448.037197678182
280,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,0d174a03-5f0f-4e45-b9ea-7ac1d8be1d9e,19690.791015625,2117.87965366723
281,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,e5f30f95-28f5-4c3c-94ff-6d4b12d83b63,4447.58520507813,677.256482148816
282,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,61980305-62c3-441e-b9ff-8d1494cd73c9,15637.380859375,2244.17030726647
283,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,c82ee919-8dcd-4bfc-8d34-c405a929ce12,6346.33325195313,902.229908022889
284,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,e7abc0ea-a387-4824-bfa4-58b33db75882,40834.3676757813,6159.67187889685
285,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,ce4457e3-72e0-4d01-9ea9-63ff3c6d3fe5,5093.97509765625,796.258479390709
286,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,458d527c-4764-4c50-9926-bce32942211d,78915.2102050781,10841.3010024862
287,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,4eb2c121-1ed4-4113-9465-719e8e00009e,81927.1862792969,9131.75331789372
288,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,55dd4098-9a83-4c86-877f-924f63d81df5,902.2958984375,194.448671427528
289,Unpaved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,022141ae-3743-438d-9271-473ca5a4d8cd,713.727294921875,127.555856909235
290,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,2263db91-9859-44e1-9d5d-f505499c1313,3186.64086914063,283.761897969844
291,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,0f4a2890-b0a7-41e5-ae45-3cff315b2150,117809.082519531,14771.822344719
292,Paved,Existing,,,Sanborn,GISAdmin,2018-06-22T17:43:18.065Z,GISAdmin,2018-06-22T17:43:18.065Z,ac48c329-2c3a-4a60-9d59-f8eda4460d46,28724.2844238281,1617.48795708838
